Switchingtimes,FinalTime,IPTGpre,aTcpre,IPTG,aTc
565.05,900.05,1,0,0.22,0
570.05,900.05,1,0,0.28,0
575.05,900.05,1,0,0.2,0
580.05,900.05,1,0,0.28,0
585.05,900.05,1,0,0.19,0
590.066666666667,900.05,1,0,0.29,0
595.066666666667,900.05,1,0,0.18,0
600.066666666667,900.05,1,0,0.35,27
605.05,900.05,1,0,0.24,0
610.05,900.05,1,0,0.23,0
615.05,900.05,1,0,0.23,0
620.05,900.05,1,0,0.24,0
625.05,900.05,1,0,0.23,0
630.05,900.05,1,0,0.32,0
635.05,900.05,1,0,0.22,0
640.05,900.05,1,0,0.22,0
645.05,900.05,1,0,0.2,0
650.066666666667,900.05,1,0,0.32,44
655.05,900.05,1,0,0.17,0
660.066666666667,900.05,1,0,0.38,50
665.066666666667,900.05,1,0,0.31,32
670.05,900.05,1,0,0.21,0
675.066666666667,900.05,1,0,0.21,0
680.05,900.05,1,0,0.29,41
685.05,900.05,1,0,0.21,0
690.05,900.05,1,0,0.12,0
695.05,900.05,1,0,0.17,0
700.05,900.05,1,0,0.18,0
705.066666666667,900.05,1,0,0.15,0
710.05,900.05,1,0,0.13,0
715.05,900.05,1,0,0.2,0
720.066666666667,900.05,1,0,0.13,0
725.05,900.05,1,0,0.23,0
730.066666666667,900.05,1,0,0.17,0
735.066666666667,900.05,1,0,0.15,0
740.066666666667,900.05,1,0,0.23,0
745.05,900.05,1,0,0.19,0
750.066666666667,900.05,1,0,0.17,0
755.05,900.05,1,0,0.16,0
760.066666666667,900.05,1,0,0.17,0
765.05,900.05,1,0,0.24,0
770.05,900.05,1,0,0.14,0
775.066666666667,900.05,1,0,0.26,0
780.066666666667,900.05,1,0,0.12,0
785.066666666667,900.05,1,0,0.15,0
790.066666666667,900.05,1,0,0.11,0
795.05,900.05,1,0,0.1,0
800.05,900.05,1,0,0.1,0
805.05,900.05,1,0,0.08,0
810.066666666667,900.05,1,0,0.12,0
815.05,900.05,1,0,0.12,0
820.05,900.05,1,0,0.12,21
825.05,900.05,1,0,0.18,40
830.05,900.05,1,0,0.08,34
835.05,900.05,1,0,0.1,34
840.05,900.05,1,0,0.1,44
845.05,900.05,1,0,0.13,46
850.066666666667,900.05,1,0,0.07,40
855.066666666667,900.05,1,0,0.23,50
860.05,900.05,1,0,0.13,42
865.05,900.05,1,0,0.1,20
870.05,900.05,1,0,0.11,16
875.05,900.05,1,0,0.1,0
880.05,900.05,1,0,0.1,0
885.066666666667,900.05,1,0,0.38,50
890.066666666667,900.05,1,0,0.38,50
895.05,900.05,1,0,0.33,20
